...1,density,burn_percentage,directions,ticks
962,97,100,4,270
963,97,100,4,270
964,97,100,4,270
967,97,100,4,271
969,97,100,4,271
970,98,100,4,268
971,98,100,4,268
972,98,100,4,268
973,98,100,4,268
974,98,100,4,270
975,98,100,4,268
976,98,100,4,268
978,98,100,4,268
982,99,100,4,266
985,99,100,4,266
986,99,100,4,266
989,99,100,4,266
990,1,0.3236245954692557,8,13
992,1,0.16666666666666669,8,13
993,1,0.16583747927031509,8,13
994,1,0.16129032258064516,8,13
997,1,0.15873015873015872,8,13
999,1,0.15847860538827258,8,13
1000,2,0.16273393002441008,8,13
1002,2,0.32786885245901637,8,14
1003,2,0.2331002331002331,8,13
1004,2,0.8130081300813009,8,14
1006,2,0.3930817610062894,8,13
1007,2,0.5747126436781609,8,14
1009,2,0.4777070063694267,8,13
1010,3,0.21621621621621623,8,13
1011,3,0.5353319057815845,8,14
1012,3,0.3181336161187699,8,14
1013,3,0.5254860746190226,8,14
1015,3,0.3184713375796179,8,13
1016,3,0.5216484089723527,8,14
1017,3,0.43360433604336046,8,13
1018,3,0.6774361646690985,8,14
1019,3,0.5851063829787234,8,13
1020,4,0.16142050040355124,8,13
1021,4,0.7140023800079334,8,14
1023,4,0.4003202562049639,8,14
1024,4,0.3929273084479371,8,13
1025,4,0.4263565891472868,8,13
1027,4,0.36319612590799033,8,14
1028,4,0.276789244760775,8,13
1029,4,0.27844073190135243,8,14
1030,5,0.1929880990672242,8,13
1031,5,0.6347191367819739,8,15
1032,5,0.35335689045936397,8,14
1034,5,0.53475935828877,8,15
1036,5,0.41827541827541825,8,14
1038,5,0.31756113051762463,8,14
1039,5,0.5429575215586074,8,13
1040,6,0.16034206306787815,8,13
1041,6,0.5812417437252312,8,15
1042,6,0.5844845908607864,8,16
1043,6,0.5594033031433138,8,16
1044,6,0.32180209171359614,8,14
1045,6,0.7125890736342043,8,14
1046,6,0.6394884092725819,8,16
1047,6,0.32679738562091504,8,14
1048,6,0.4432855280312908,8,14
1049,6,0.4529709565680789,8,13
1051,7,0.3385240352064997,8,14
1052,7,0.41171088746569073,8,14
1053,7,0.6347766946270688,8,15
1054,7,0.5078485687903971,8,15
1055,7,0.4880212954747116,8,14
1056,7,0.5495763682161667,8,14
1057,7,0.4363803399173174,8,15
1058,7,0.3872437357630979,8,14
1059,7,0.5048187241854061,8,14
1061,8,0.6083202511773941,8,16
1062,8,0.47827819848545233,8,15
1063,8,0.4158415841584159,8,14
1064,8,0.41411950305659634,8,14
1065,8,0.4668352460610776,8,17
1066,8,0.5598880223955209,8,16
1067,8,0.4433696090286175,8,15
1068,8,0.8109177215189873,8,15
1070,9,0.30045952633439377,8,15
1071,9,0.5439550798385682,8,15
1072,9,0.4152374074742733,8,14
1073,9,0.40223854494578526,8,15
1074,9,0.39497307001795334,8,14
1075,9,0.7974481658692184,8,18
1076,9,0.5358099660653688,8,17
1078,9,0.4962779156327544,8,15
1079,9,0.6737588652482269,8,15
1080,10,0.3816186993162665,8,16
1081,10,0.5206689807510255,8,15
1082,10,0.9394904458598726,8,18
1083,10,0.5245588936576061,8,14
1084,10,0.5824937027707808,8,15
1085,10,0.574345883854499,8,20
1087,10,0.4696356275303644,8,15
1088,10,0.6326111023248459,8,15
1089,10,0.5596418292292933,8,17
1090,11,0.5176132278936018,8,17
1091,11,0.6051001296643135,8,17
1092,11,0.6535947712418301,8,16
1093,11,0.6454388984509466,8,16
1094,11,0.529479107040641,8,15
1095,11,0.6865970533543128,8,17
1096,11,0.5590701780197146,8,16
1098,11,0.5611510791366906,8,14
1099,11,0.8906409694845963,8,15
1100,12,0.5031779661016949,8,17
1101,12,0.35899481451934584,8,17
1102,12,0.6492646084536902,8,16
1103,12,0.9366754617414248,8,17
1104,12,0.49382716049382713,8,16
1105,12,0.5845622425933307,8,17
1106,12,0.7676767676767676,8,16
1107,12,0.6529723847095633,8,16
1110,13,0.5384238864415075,8,17
1111,13,0.41539401343921806,8,15
1112,13,0.6499080318822809,8,17
1113,13,0.7104360607545321,8,17
1114,13,0.7171117705242335,8,16
1115,13,0.4943332529539426,8,18
1116,13,0.6951340615690168,8,15
1117,13,0.7271382795168844,8,16
1118,13,0.575839255084538,8,19
1119,13,0.6756756756756757,8,20
1122,14,0.44879171461449946,8,15
1123,14,0.6052992233896757,8,15
1124,14,0.9360730593607304,8,20
1126,14,0.7412555015056752,8,17
1127,14,0.7326846021751574,8,16
1129,14,0.5221023320570832,8,16
1130,15,0.6391137622496805,8,17
1131,15,0.4768969902501059,8,15
1132,15,0.721102863202545,8,17
1133,15,0.9051724137931036,8,20
1134,15,0.7539267015706806,8,18
1137,15,0.5504587155963303,8,16
1138,15,0.8866371120962635,8,20
1139,15,0.7222517259691981,8,18
1140,16,0.7300730073007301,8,17
1141,16,0.6152014288549316,8,21
1142,16,0.6467018207143568,8,16
1143,16,0.9578926362003592,8,19
1145,16,0.8351560946510241,8,20
1146,16,0.6940951614525702,8,16
1148,16,0.8088675853804673,8,17
1149,16,0.6465088521981301,8,16
1152,17,0.7463391591875295,8,18
1153,17,0.7449145258332538,8,22
1154,17,0.6750421901368836,8,19
1155,17,0.7374906646751307,8,19
1156,17,0.9104704097116844,8,21
1157,17,0.7295173961840629,8,20
1158,17,0.7350888620080022,8,17
1159,17,0.7618322064565279,8,17
1160,18,0.8711111111111111,8,20
1163,18,0.8406335722502434,8,20
1165,18,0.863664404688464,8,20
1166,18,0.8711270767849124,8,20
1167,18,0.8512902367650972,8,18
1168,18,0.6068601583113457,8,17
1170,19,0.8836896145430062,8,20
1171,19,0.8732891090771685,8,17
1172,19,1.0442105263157897,8,20
1174,19,0.8142365483085705,8,21
1175,19,1.148076761920724,8,20
1177,19,0.6225288129889796,8,17
1178,19,0.9803093044874504,8,19
1179,19,0.5777926645453023,8,17
1180,20,0.9603072983354672,8,20
1182,20,0.8418858242463116,8,17
1183,20,0.8341277407054337,8,21
1184,20,0.9312320916905444,8,21
1185,20,1.049534865230182,8,28
1186,20,0.8220502901353964,8,18
1187,20,1.415018491718926,8,23
1188,20,0.910458396009817,8,19
1189,20,0.905123646355261,8,18
1190,21,1.016508712931825,8,22
1191,21,0.8201701093560146,8,20
1192,21,1.1602335633578524,8,23
1193,21,0.8682956815736899,8,19
1194,21,1.0900832702498109,8,20
1195,21,0.710882553127127,8,18
1196,21,1.2041765109366664,8,19
1197,21,1.0111761575306013,8,28
1198,21,1.3011574249186777,8,22
1199,21,1.070046292782879,8,23
1200,22,1.0832424572882589,8,22
1201,22,0.8523548107483385,8,24
1202,22,0.6368043997394891,8,17
1205,22,0.8500216107189165,8,20
1206,22,0.8478912360207588,8,24
1207,22,1.0010155229943425,8,19
1208,22,0.8149603434475733,8,20
1209,22,0.9281415415850918,8,19
1210,23,1.1134307585247043,8,22
1211,23,0.87557288460223,8,20
1212,23,0.9196042914866936,8,23
1213,23,1.336935439179828,8,23
1214,23,1.0911602209944753,8,22
1215,23,0.8690853910884261,8,22
1217,23,0.727499480357514,8,19
1218,23,0.9896878676725032,8,18
1219,23,1.0948136711348164,8,31
1220,24,1.1569918212647117,8,22
1222,24,1.6110853278525492,8,37
1223,24,1.0124036205162588,8,19
1226,24,1.4891485809682805,8,27
1227,24,1.159206647011525,8,27
1228,24,1.345500566175981,8,26
1229,24,1.1337562424078822,8,22
1232,25,1.381285805219605,8,29
1233,25,1.1507553841208615,8,20
1234,25,0.95448798988622,8,19
1238,25,2.0493623501046887,8,27
1239,25,1.0427995649670527,8,21
1240,26,1.5037132510894249,8,23
1241,26,1.4116079001575184,8,22
1242,26,1.4655593551538837,8,29
1243,26,1.0272716155069097,8,23
1244,26,1.6327525283294748,8,27
1245,26,0.9000734753857457,8,21
1246,26,1.5135731356087996,8,28
1250,27,1.485998460718726,8,23
1252,27,1.0772944016012245,8,40
1253,27,1.7279887151757374,8,27
1254,27,1.218937698739842,8,40
1255,27,1.7447362195410456,8,24
1256,27,1.0381242169321638,8,32
1257,27,1.458901672399478,8,51
1258,27,1.5252225519287834,8,25
1259,27,1.155115511551155,8,28
1260,28,1.695302243278726,8,26
1262,28,2.4613460663938156,8,42
1263,28,1.4565602330496374,8,24
1264,28,1.8209666439754937,8,26
1265,28,1.973534109057723,8,26
1266,28,1.197397962120776,8,20
1267,28,1.3500427228709768,8,42
1269,28,1.3230681494154548,8,32
1272,29,2.6917161063502526,8,34
1273,29,1.2580698559841086,8,33
1275,29,1.818181818181818,8,28
1276,29,1.606779287954658,8,31
1277,29,1.7054772056411938,8,27
1279,29,1.620281069165059,8,35
1280,30,1.9183760229567437,8,32
1281,30,1.7630502894163878,8,31
1282,30,2.1527667038749803,8,42
1283,30,2.267525416511418,8,35
1284,30,1.5625,8,24
1285,30,2.158388403325517,8,37
1286,30,2.072178196615978,8,38
1287,30,2.898550724637681,8,52
1289,30,1.6766594152915582,8,36
1290,31,1.9977345278550096,8,32
1291,31,2.172350041084634,8,32
1293,31,2.9591889249137973,8,38
1294,31,2.1430032733224222,8,37
1295,31,2.707701793145969,8,34
1296,31,1.6030613300237877,8,47
1297,31,2.026264491638453,8,29
1298,31,1.7041651650105545,8,28
1299,31,1.8798151001540833,8,28
1300,32,2.0219123505976095,8,32
1301,32,2.923046331278584,8,41
1302,32,1.980939074896462,8,26
1303,32,2.784557907845579,8,63
1304,32,3.0032708890871245,8,44
1305,32,2.043664639617187,8,31
1309,32,2.150805928439543,8,58
1311,33,2.4914461953640785,8,40
1312,33,2.4902084038489436,8,34
1313,33,3.339140534262486,8,38
1314,33,1.9082868679100176,8,27
1316,33,1.816145681176356,8,36
1317,33,2.567658028115138,8,48
1318,33,3.640153167563376,8,53
1319,33,3.195706826532586,8,51
1322,34,3.9546160726896096,8,52
1323,34,4.908119257453591,8,79
1325,34,4.532047380495341,8,52
1327,34,3.1977013624988415,8,50
1328,34,3.115705990652882,8,35
1329,34,2.692343647751706,8,46
1330,35,4.075519651447763,8,93
1331,35,2.911559666469221,8,40
1332,35,4.301321022077982,8,52
1333,35,4.003643816898201,8,71
1334,35,3.255898202237015,8,52
1335,35,3.6954240613166656,8,50
1338,35,3.5324841931641164,8,47
1339,35,4.613155869437277,8,71
1340,36,4.707699095521729,8,69
1341,36,3.795730356984675,8,67
1342,36,10.295878986825178,8,156
1343,36,4.5665737422009824,8,88
1344,36,8.844287604764006,8,123
1345,36,2.286524571276643,8,56
1346,36,2.954616033006521,8,44
1347,36,11.002337169819642,8,143
1349,36,12.356043956043957,8,190
1350,37,7.065801349550865,8,86
1351,37,6.826703443520235,8,162
1353,37,8.216880939072107,8,145
1354,37,7.927012953479365,8,90
1355,37,7.016024252923343,8,88
1356,37,8.018342333076198,8,80
1357,37,5.795728556665519,8,88
1358,37,5.171224014491504,8,56
1359,37,5.197459986082116,8,59
1360,38,7.8216037221779775,8,78
1361,38,7.256912345575259,8,152
1362,38,11.885383453599598,8,155
1363,38,5.488212673465975,8,53
1364,38,10.30880060664785,8,133
1365,38,6.397575655541059,8,99
1366,38,16.61443316200744,8,215
1367,38,7.194880646655159,8,102
1368,38,28.426755574077937,8,379
1369,38,4.93138036681076,8,73
1370,39,12.542885149485375,8,177
1372,39,14.535858937119013,8,159
1373,39,24.836654356560203,8,277
1374,39,23.01629653955092,8,275
1375,39,14.381065476434216,8,131
1376,39,9.057316472327146,8,130
1377,39,13.14241040200798,8,104
1379,39,9.486552567237164,8,115
1382,40,54.6192731759742,8,531
1384,40,31.681711536167334,8,333
1386,40,32.3828345567476,8,260
1387,40,59.13858868404323,8,479
1388,40,31.661960467930616,8,266
1389,40,14.760733275136896,8,203
1390,41,15.844851685044262,8,173
1391,41,43.5802372775523,8,359
1394,41,12.565119353082965,8,125
1396,41,73.44792798385845,8,462
1397,41,76.21025660934042,8,481
1398,41,78.10983892877935,8,406
1399,41,46.97807509377054,8,359
1400,42,81.39587667864573,8,433
1403,42,66.83081386471217,8,460
1404,42,81.62847169524966,8,424
1406,42,82.65500190186383,8,384
1407,42,83.90557129367328,8,405
1408,42,82.84003486565355,8,429
1409,42,76.6286613689585,8,440
1410,43,85.83825701624815,8,391
1411,43,75.92530595543651,8,371
1412,43,80.27084340935302,8,418
1413,43,88.61068025703524,8,379
1414,43,88.63217628417716,8,474
1415,43,82.1546083034493,8,329
1416,43,87.8924429341804,8,414
1417,43,83.07902612036797,8,339
1418,43,85.09937451423073,8,372
1419,43,88.37638376383764,8,366
1420,44,91.6516147677191,8,381
1421,44,91.98742274747912,8,350
1422,44,91.64556962025316,8,331
1423,44,90.79703294305868,8,363
1425,44,91.95514559594864,8,354
1426,44,91.6494658699982,8,378
1429,44,92.5466286662578,8,331
1430,45,93.70621948630864,8,360
1431,45,94.022064784463,8,314
1434,45,94.53628961190032,8,330
1435,45,94.10709259780468,8,351
1436,45,92.83558774452374,8,323
1437,45,93.56440912477385,8,310
1438,45,93.86058032554848,8,343
1439,45,94.36455910340452,8,316
1440,46,95.73421972923374,8,340
1442,46,95.0737045603618,8,310
1443,46,94.90133296209932,8,325
1445,46,95.19858353006528,8,319
1446,46,95.81191568634216,8,314
1447,46,93.81944444444444,8,305
1448,46,96.01575728255986,8,311
1450,47,96.51572668112796,8,320
1451,47,96.49453957125522,8,305
1452,47,95.89681088767011,8,302
1453,47,95.97740036538332,8,304
1454,47,96.73964297743348,8,308
1455,47,96.25675721619692,8,282
1456,47,96.90232495085743,8,309
1457,47,96.58154440940076,8,297
1458,47,96.01098081746086,8,302
1459,47,96.63811490672715,8,283
1460,48,97.24121904256026,8,287
1461,48,97.2294859488266,8,281
1462,48,96.53047022566857,8,291
1463,48,97.08808461411336,8,286
1465,48,96.5059561336563,8,294
1466,48,96.89253344842469,8,281
1467,48,97.03082729367758,8,284
1468,48,97.2772525306518,8,284
1470,49,97.82028759190578,8,286
1471,49,97.4361470807776,8,284
1472,49,97.82100409170616,8,279
1473,49,97.94649219407916,8,278
1474,49,97.70972555634852,8,289
1475,49,98.01935483870967,8,277
1476,49,98.0704670643069,8,281
1477,49,97.75371949045412,8,280
1478,49,97.83052826150404,8,281
1479,49,97.63093489965736,8,284
1480,50,98.5177865612648,8,284
1481,50,98.2075201375402,8,276
1482,50,98.16036983899252,8,279
1483,50,98.39112877379657,8,277
1484,50,98.46915947587088,8,282
1485,50,98.35748485905444,8,282
1486,50,98.29860447333206,8,274
1488,50,98.80733362938528,8,277
1489,50,98.19828469022018,8,282
1490,51,98.8394222069697,8,276
1491,51,98.4763507197607,8,282
1493,51,98.5601602604232,8,272
1494,51,98.6178709596905,8,277
1495,51,98.52378862909798,8,278
1496,51,98.57796153605211,8,271
1498,51,98.8555704949814,8,286
1499,51,98.590625,8,282
1500,52,99.05735447144518,8,270
1501,52,98.88174019607844,8,272
1502,52,98.84449907805778,8,272
1503,52,98.95903496417856,8,271
1504,52,99.0423866670759,8,271
1505,52,98.74265534143149,8,275
1506,52,99.0226416250498,8,275
1507,52,98.6623928989706,8,271
1508,52,99.16898353243104,8,273
1509,52,98.9360393603936,8,277
1510,53,99.2908227657912,8,269
1511,53,99.13932705571882,8,272
1512,53,99.1564486488115,8,270
1513,53,99.08760767129866,8,271
1515,53,99.17122094769084,8,272
1517,53,99.24850452400275,8,271
1518,53,99.21595722310671,8,269
1519,53,99.1829282892374,8,271
1520,54,99.46899522095698,8,268
1521,54,99.3633952254642,8,281
1522,54,99.40095021689731,8,268
1523,54,99.13117747540792,8,273
1524,54,99.20274021142149,8,279
1525,54,99.29421492484424,8,267
1526,54,99.38481559255864,8,271
1528,54,99.36330368034274,8,272
1530,55,99.56548188059442,8,268
1531,55,99.35955023618396,8,271
1532,55,99.23706196333256,8,282
1533,55,99.37017883454192,8,269
1534,55,99.46922056193388,8,270
1535,55,99.51143360989852,8,267
1537,55,99.4692330125401,8,267
1542,56,99.4899693981639,8,266
1543,56,99.53702388729512,8,273
1544,56,99.65992178200986,8,268
1546,56,99.5477444469888,8,271
1547,56,99.5884303189665,8,269
1548,56,99.67268173279444,8,269
1549,56,99.68304731446848,8,271
1550,57,99.70635120396008,8,268
1551,57,99.55240999244693,8,265
1552,57,99.54318821202752,8,271
1553,57,99.5726018213308,8,269
1554,57,99.63526005123065,8,267
1556,57,99.65682718598292,8,266
1557,57,99.64788732394366,8,266
1558,57,99.64842769050476,8,266
1559,57,99.65313715068952,8,272
1560,58,99.73629271508624,8,268
1561,58,99.72001097996156,8,268
1562,58,99.626486501332,8,267
1563,58,99.629273650968,8,270
1564,58,99.6910542432196,8,268
1566,58,99.75162399694308,8,266
1568,58,99.7810198998166,8,272
1569,58,99.63068337254472,8,266
1571,59,99.7395338741623,8,270
1572,59,99.76776214522968,8,273
1573,59,99.8022055436638,8,267
1574,59,99.71359865985788,8,269
1575,59,99.8006035783574,8,267
1576,59,99.7732181425486,8,266
1579,59,99.81839373322852,8,265
1580,60,99.80072271229676,8,265
1581,60,99.78272390037095,8,265
1583,60,99.8801725515258,8,264
1584,60,99.80851063829788,8,268
1585,60,99.82991841398922,8,265
1587,60,99.83181611895672,8,265
1588,60,99.78192649327164,8,266
1591,61,99.82909578523912,8,270
1593,61,99.87766151283252,8,266
1594,61,99.89299230066554,8,267
1595,61,99.86176317162231,8,265
1597,61,99.8378661087866,8,264
1598,61,99.8331116847897,8,265
1599,61,99.83366254288389,8,264
1600,62,99.8843722699008,8,265
1602,62,99.9123801669931,8,267
1603,62,99.8771310090616,8,265
1604,62,99.90506735086592,8,264
1605,62,99.89682212133718,8,264
1606,62,99.88932643553908,8,268
1607,62,99.88423543939082,8,270
1608,62,99.86647836692772,8,264
1609,62,99.9176827699748,8,264
1611,63,99.88377968671044,8,265
1612,63,99.85018536387184,8,264
1613,63,99.90914826498422,8,267
1614,63,99.93702453524106,8,267
1615,63,99.91133628879038,8,266
1616,63,99.87324764874388,8,264
1617,63,99.93173888860798,8,267
1618,63,99.9090219863533,8,263
1619,63,99.91144172865744,8,266
1620,64,99.93531050955414,8,265
1621,64,99.90803797782972,8,264
1622,64,99.94246835759668,8,268
1623,64,99.93289091044664,8,265
1625,64,99.90298507462688,8,264
1626,64,99.932528675313,8,266
1627,64,99.90226543704892,8,266
1628,64,99.9104767115112,8,265
1629,64,99.9526338094882,8,265
1631,65,99.9189009854759,8,265
1632,65,99.9409594095941,8,266
1633,65,99.95322155747594,8,264
1634,65,99.95602032838154,8,265
1635,65,99.91645370552388,8,264
1636,65,99.93382839497096,8,264
1637,65,99.95840164435852,8,264
1638,65,99.95821555855969,8,265
1639,65,99.95831903104006,8,265
1640,66,99.95902034519332,8,264
1641,66,99.94912297703266,8,264
1642,66,99.9273607748184,8,266
1646,66,99.96604990663724,8,266
1647,66,99.89551440929192,8,265
1648,66,99.96385803435896,8,263
1650,67,99.97390953725008,8,263
1652,67,99.98089004610276,8,266
1654,67,99.9621023709704,8,266
1655,67,99.95470150677092,8,264
1656,67,99.97141087339782,8,266
1657,67,99.97622670216812,8,264
1658,67,99.97382261250328,8,265
1659,67,99.96175908221797,8,263
1660,68,99.97662295158614,8,263
1661,68,99.96254155546193,8,266
1662,68,99.94829612220916,8,265
1663,68,99.9859164847546,8,265
1664,68,99.9790273343742,8,264
1666,68,99.97427081140503,8,264
1667,68,99.98366546880104,8,263
1668,68,99.97888959256912,8,265
1670,69,99.98616937900512,8,263
1672,69,99.98369172704612,8,263
1673,69,99.98841788278897,8,264
1674,69,99.9884310141373,8,264
1675,69,99.97926076136048,8,263
1676,69,99.98147075854082,8,264
1677,69,99.97228381374724,8,263
1678,69,99.98149433263936,8,264
1679,69,99.98149732867682,8,264
1680,70,99.99318801089916,8,263
1681,70,99.97502100506392,8,265
1682,70,99.97028910981602,8,264
1683,70,99.98861618323392,8,264
1684,70,99.983999268538,8,264
1686,70,99.99087653673334,8,268
1687,70,99.97501192612616,8,265
1688,70,99.98860658539364,8,266
1689,70,99.99542804891988,8,264
1690,71,99.99552322327924,8,263
1693,71,99.98202852970908,8,264
1694,71,99.99327474892397,8,262
1695,71,99.98197142470816,8,265
1696,71,99.99774774774777,8,265
1697,71,99.9842555105713,8,263
1698,71,99.97987117552334,8,267
1699,71,99.9932718831999,8,263
1701,72,99.9779268938725,8,263
1702,72,99.99778951789384,8,264
1703,72,99.98675847457628,8,264
1704,72,99.97792299540798,8,264
1705,72,99.98452525699126,8,264
1706,72,99.99112058248978,8,264
1707,72,99.99114005360268,8,263
1708,72,99.99116373597244,8,263
1709,72,99.99779764788796,8,263
1710,73,99.9978220625068,8,263
1712,73,99.9956375692536,8,264
1713,73,99.99563414101723,8,263
1716,73,99.99782674838092,8,265
1717,73,99.9956330924256,8,263
1718,73,99.99344090253182,8,263
1719,73,99.99128312412832,8,263
1721,74,100,8,264
1722,74,99.99141354513256,8,263
1723,74,99.99136926595608,8,263
1724,74,99.9957108237363,8,264
1725,74,99.99568751751946,8,263
1726,74,99.9978508951022,8,265
1728,74,99.99784347976106,8,263
1729,74,99.99570299071846,8,264
1730,75,99.99787748864456,8,263
1731,75,99.99576019672686,8,263
1732,75,99.99787910922588,8,264
1733,75,99.9935952177626,8,265
1734,75,99.99787978373794,8,263
1735,75,99.99361185639452,8,263
1736,75,100,8,265
1737,75,99.99574522401396,8,263
1738,75,99.995747666532,8,263
1739,75,99.99361362426824,8,263
1740,76,99.99790523272864,8,262
1743,76,99.9978979673344,8,263
1744,76,99.9979068550497,8,263
1745,76,99.99790755581594,8,264
1746,76,100,8,265
1747,76,99.99790615381394,8,262
1748,76,99.9978977905779,8,265
1749,76,99.9979075120318,8,263
1750,77,99.99793281653749,8,262
1751,77,100,8,262
1752,77,99.99793482301432,8,264
1753,77,100,8,263
1754,77,100,8,263
1756,77,100,8,263
1758,77,99.99793371353005,8,263
1759,77,99.99587015775997,8,263
1760,78,99.99795930861376,8,262
1761,78,100,8,263
1762,78,100,8,264
1766,78,99.99590993680852,8,263
1767,78,100,8,263
1768,78,99.99590968586386,8,264
1769,78,100,8,264
1770,79,100,8,262
1771,79,99.99798004282307,8,263
1772,79,100,8,262
1773,79,100,8,263
1774,79,100,8,263
1775,79,100,8,264
1776,79,100,8,264
1777,79,100,8,263
1779,79,100,8,263
1780,80,100,8,262
1782,80,99.99600543261164,8,263
1783,80,100,8,262
1784,80,100,8,263
1785,80,99.99601498366142,8,262
1787,80,100,8,263
1788,80,100,8,264
1789,80,99.99800911823846,8,263
1790,81,100,8,262
1791,81,100,8,263
1792,81,100,8,263
1793,81,99.99803555642865,8,264
1794,81,99.9921483953283,8,263
1795,81,100,8,262
1796,81,100,8,263
1797,81,100,8,262
1798,81,100,8,263
1799,81,99.99409925060483,8,263
1801,82,100,8,263
1803,82,100,8,263
1804,82,100,8,264
1805,82,99.99804763764156,8,263
1806,82,100,8,263
1807,82,100,8,263
1808,82,100,8,263
1809,82,100,8,263
1810,83,100,8,262
1811,83,100,8,264
1812,83,100,8,263
1814,83,100,8,262
1815,83,100,8,263
1816,83,100,8,262
1817,83,99.99808135072908,8,262
1818,83,100,8,262
1820,84,100,8,262
1821,84,100,8,263
1822,84,100,8,262
1823,84,100,8,262
1824,84,100,8,263
1825,84,100,8,262
1826,84,100,8,263
1827,84,100,8,262
1828,84,100,8,262
1829,84,100,8,263
1831,85,100,8,263
1833,85,100,8,263
1834,85,100,8,263
1835,85,100,8,263
1836,85,100,8,263
1837,85,100,8,263
1838,85,100,8,262
1839,85,100,8,262
1840,86,100,8,262
1841,86,100,8,263
1842,86,100,8,262
1844,86,100,8,262
1845,86,100,8,262
1846,86,100,8,262
1847,86,100,8,262
1848,86,100,8,262
1849,86,100,8,262
1850,87,100,8,262
1851,87,100,8,263
1852,87,100,8,262
1853,87,100,8,262
1854,87,100,8,262
1855,87,100,8,263
1856,87,100,8,263
1858,87,100,8,262
1859,87,99.9981673569622,8,263
1861,88,100,8,263
1864,88,100,8,262
1865,88,100,8,263
1867,88,100,8,262
1868,88,100,8,262
1869,88,100,8,262
1870,89,100,8,262
1871,89,100,8,262
1872,89,100,8,262
1873,89,100,8,262
1874,89,100,8,262
1875,89,100,8,262
1876,89,100,8,263
1877,89,100,8,262
1879,89,100,8,263
1880,90,100,8,262
1881,90,100,8,263
1882,90,100,8,262
1883,90,100,8,263
1884,90,100,8,263
1885,90,100,8,263
1886,90,100,8,262
1887,90,100,8,262
1888,90,100,8,262
1889,90,100,8,262
1891,91,100,8,263
1892,91,100,8,262
1896,91,100,8,262
1897,91,100,8,262
1898,91,100,8,262
1900,92,100,8,262
1901,92,100,8,262
1903,92,100,8,262
1904,92,100,8,262
1906,92,100,8,262
1907,92,100,8,262
1908,92,100,8,262
1909,92,100,8,262
1910,93,100,8,262
1911,93,100,8,262
1912,93,100,8,262
1913,93,100,8,263
1914,93,100,8,262
1915,93,100,8,262
1916,93,100,8,262
1917,93,100,8,262
1918,93,100,8,262
1919,93,100,8,262
1921,94,100,8,262
1923,94,100,8,263
1925,94,100,8,262
1927,94,100,8,262
1928,94,100,8,262
1929,94,100,8,262
1930,95,100,8,262
1931,95,100,8,262
1933,95,100,8,262
1935,95,100,8,262
1936,95,100,8,262
1939,95,100,8,262
1940,96,100,8,262
1941,96,100,8,262
1943,96,100,8,262
1944,96,100,8,262
1945,96,100,8,262
1946,96,100,8,262
1947,96,100,8,262
1948,96,100,8,262
1949,96,100,8,262
1950,97,100,8,262
1952,97,100,8,262
1953,97,100,8,262
1954,97,100,8,262
1955,97,100,8,263
1956,97,100,8,262
1957,97,100,8,262
1958,97,100,8,262
1959,97,100,8,262
1960,98,100,8,262
1961,98,100,8,262
1962,98,100,8,262
1963,98,100,8,262
1964,98,100,8,262
1965,98,100,8,262
1967,98,100,8,262
1968,98,100,8,262
1970,99,100,8,262
1971,99,100,8,262
1973,99,100,8,262
1974,99,100,8,262
1976,99,100,8,262
1977,99,100,8,262
1978,99,100,8,262
