,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth,runs,CV_sheep,CV_wolves,CV_grass
498,188,62,38,25,5,15,72,3,3.346691183892216,1.1157667960994737,4.011223841279953
499,188,62,38,25,5,15,72,5,2.6770968246120823,0.6956500003711219,3.7903396605173967
500,188,62,38,25,5,15,72,7,2.6362787835763797,0.8668322938966267,3.9924497226234053
501,188,62,38,25,5,15,72,10,2.870330051128982,0.8996679646381084,4.1752078617438215
502,188,62,38,25,5,15,72,15,2.6664728271173326,0.8325131025626337,4.196521464684381
503,188,62,38,25,5,15,72,20,2.7822193253289136,0.7215107994499816,4.127627004763406
504,188,62,38,25,15,5,25,3,0.0,14.535458349664871,864.6666666666666
505,188,62,38,25,15,5,25,5,0.0,14.812769370874033,708.0089835197579
506,188,62,38,25,15,5,25,7,0.0,13.72352674502848,98.26289934183771
507,188,62,38,25,15,5,25,10,0.0,16.26553201320823,102.81306871711934
508,188,62,38,25,15,5,25,15,0.0,16.772972289003068,89.25159527798094
509,188,62,38,25,15,5,25,20,0.0,15.609049021801775,80.74414423640759
510,188,62,38,25,15,5,72,3,0.0,16.386628615795654,232.69351867175158
511,188,62,38,25,15,5,72,5,0.3535533905932738,12.108891619813784,79.18615587344712
512,188,62,38,25,15,5,72,7,0.3338304750463201,8.5948413575604,57.36512821053876
513,188,62,38,25,15,5,72,10,0.2562050460881392,8.519045890346563,60.024283248813106
514,188,62,38,25,15,5,72,15,0.2015564437074638,9.180578837016077,61.816923079101045
515,188,62,38,25,15,5,72,20,0.16413603891103956,9.19484871788763,52.28969590861725
516,188,62,38,25,15,15,25,3,0.0,0.5773502691896256,0.0
517,188,62,38,25,15,15,25,5,0.0,0.35355339059327373,0.0
518,188,62,38,25,15,15,25,7,0.0,0.2581988897471611,0.0
519,188,62,38,25,15,15,25,10,0.0,0.1999999999999999,0.0
520,188,62,38,25,15,15,25,15,0.15811388300841897,0.2241352115575258,37.14385525122266
521,188,62,38,25,15,15,25,20,0.12909944487358063,0.3268587757360717,45.55629594508332
522,188,62,38,25,15,15,72,3,0.0,0.0,6.098847440011188
523,188,62,38,25,15,15,72,5,0.0,0.0,6.092361656624272
524,188,62,38,25,15,15,72,7,0.0,0.0,5.623717668752297
525,188,62,38,25,15,15,72,10,0.0,0.0,6.315990709552091
526,188,62,38,25,15,15,72,15,0.0,0.15811388300841897,5.422406439965966
527,188,62,38,25,15,15,72,20,0.0,0.17439143079297387,5.3973789574141176
528,188,62,38,72,5,5,25,3,0.0,4.082269421211263,395.4287928724439
529,188,62,38,72,5,5,25,5,0.0,6.221190326847219,526.982882856293
530,188,62,38,72,5,5,25,7,0.0,6.955428616742647,602.9063042783142
531,188,62,38,72,5,5,25,10,0.0,5.623912123507374,277.2745419544499
532,188,62,38,72,5,5,25,15,0.0,5.21001778757467,259.7667864631206
533,188,62,38,72,5,5,25,20,0.0,5.210997928238145,275.2869116181166
534,188,62,38,72,5,5,72,3,0.0,16.645338034640865,31.83019502774873
535,188,62,38,72,5,5,72,5,0.0,12.646091776357284,53.21744376381411
536,188,62,38,72,5,5,72,7,0.0,8.509509628619373,49.28375222558761
537,188,62,38,72,5,5,72,10,0.0,7.814885871730801,44.5810961974394
538,188,62,38,72,5,5,72,15,0.0,6.321398913060789,38.82890377856972
539,188,62,38,72,5,5,72,20,0.0,6.401308130564403,41.851496745381
540,188,62,38,72,5,15,25,3,0.0,0.0,0.0
541,188,62,38,72,5,15,25,5,0.0,0.35355339059327373,0.0
542,188,62,38,72,5,15,25,7,0.0,0.4907751165796443,0.0
543,188,62,38,72,5,15,25,10,0.0,0.4386351958895558,0.0
544,188,62,38,72,5,15,25,15,0.15811388300841894,0.3799831786529047,135.7936909781148
545,188,62,38,72,5,15,25,20,0.12909944487358058,0.31463198914065305,166.37717631521724
546,188,62,38,72,5,15,72,3,0.0,0.0,7.367849870456324
547,188,62,38,72,5,15,72,5,0.0,0.0,11.858828478523929
548,188,62,38,72,5,15,72,7,0.25819888974716115,0.0,11.795895702042465
549,188,62,38,72,5,15,72,10,0.27291529568840517,0.19999999999999996,12.182760543736585
550,188,62,38,72,5,15,72,15,0.21434180268198594,0.3658614351970144,10.72321595030225
551,188,62,38,72,5,15,72,20,0.2021802238649238,0.31676511180119205,10.964132179711374
552,188,62,38,72,15,5,25,3,0.0,17.719787180888837,398.4790111282039
553,188,62,38,72,15,5,25,5,0.0,21.096457292995066,520.79010349329
554,188,62,38,72,15,5,25,7,0.0,23.902043672973242,616.5859385728257
555,188,62,38,72,15,5,25,10,0.0,27.435888926586834,678.5557493224919
556,188,62,38,72,15,5,25,15,0.0,29.128899689641077,670.4311729276887
557,188,62,38,72,15,5,25,20,0.0,28.782640148073337,548.1191210302665
558,188,62,38,72,15,5,72,3,0.0,22.836434115104993,65.1928787881548
559,188,62,38,72,15,5,72,5,0.0,35.18109821073138,69.51375935939478
560,188,62,38,72,15,5,72,7,0.0,34.44231588132786,60.335213855968675
561,188,62,38,72,15,5,72,10,0.0,28.613791369781985,56.825008607540774
562,188,62,38,72,15,5,72,15,0.0,28.514777598826008,60.43950893556341
563,188,62,38,72,15,5,72,20,0.0,28.774637166210354,59.68624015761192
564,188,62,38,72,15,15,25,3,0.0,1.308424285173721,0.0
565,188,62,38,72,15,15,25,5,0.0,1.548220582050258,0.0
566,188,62,38,72,15,15,25,7,0.0,1.353756166884796,0.0
567,188,62,38,72,15,15,25,10,0.0,1.2234309828523486,0.0
568,188,62,38,72,15,15,25,15,0.0,1.1341445175534535,0.0
569,188,62,38,72,15,15,25,20,0.0,1.1003569849360129,0.0
570,188,62,38,72,15,15,72,3,0.0,1.8758732216337572,424.4883509815641
571,188,62,38,72,15,15,72,5,0.0,1.2222325715740001,623.7274091670379
572,188,62,38,72,15,15,72,7,0.0,1.0715038847995375,213.44948094201152
573,188,62,38,72,15,15,72,10,0.0,0.8327242057776912,204.28413702229201
574,188,62,38,72,15,15,72,15,0.0,0.8880331869792202,117.21712838154201
575,188,62,38,72,15,15,72,20,0.0,0.8512559121127895,140.04529796334168
576,188,188,12,25,5,5,25,3,3.423006720430775,13.186266989971108,6.234324005785962
577,188,188,12,25,5,5,25,5,4.036689158189519,1.8520165135405975,7.8847777760573905
578,188,188,12,25,5,5,25,7,3.387421861190549,1.8822198554876537,7.247777081817285
579,188,188,12,25,5,5,25,10,2.9617841974347376,1.836648023700156,6.477026380881999
580,188,188,12,25,5,5,25,15,3.1647320381538244,1.9221108220028866,6.35467759994771
581,188,188,12,25,5,5,25,20,3.056630331289598,1.955705117135693,6.144662752510886
582,188,188,12,25,5,5,72,3,2.057229972634913,1.628952545213587,2.1371232551563404
583,188,188,12,25,5,5,72,5,2.843486763977872,2.302840955802331,3.6936608218916915
584,188,188,12,25,5,5,72,7,3.233570544439116,2.5729781019126166,3.8954386028633077
585,188,188,12,25,5,5,72,10,3.0748578897746772,2.0468339577266073,3.623614127509738
586,188,188,12,25,5,5,72,15,3.2189349378304084,2.120138580159431,4.097647820658407
587,188,188,12,25,5,5,72,20,3.4036546162990082,2.219321721389706,4.534534498172487
588,188,188,12,25,5,15,25,3,8.359148935141741,1.4846149779161806,12.146128004745833
589,188,188,12,25,5,15,25,5,3.798091743187698,0.6882121753485279,3.4230547527191124
590,188,188,12,25,5,15,25,7,4.663378121361681,0.7088670696489588,4.241166523829416
591,188,188,12,25,5,15,25,10,4.237269418596142,0.7076658808909445,4.294443314889853
592,188,188,12,25,5,15,25,15,2.95554604197791,0.7329699161351602,2.601549526700818
593,188,188,12,25,5,15,25,20,3.102512774433612,0.7013477078049851,2.8456673502569845
594,188,188,12,25,5,15,72,3,2.129379626566995,0.0,1.6472428734816789
595,188,188,12,25,5,15,72,5,3.6792355760193205,0.576967056248619,2.061902420554292
596,188,188,12,25,5,15,72,7,3.5041819581639007,0.5940093798902961,2.083804507154901
597,188,188,12,25,5,15,72,10,2.970165461090127,0.556833712661562,2.030777969769358
598,188,188,12,25,5,15,72,15,2.9963804379301733,0.597590587228259,1.5984187805405679
599,188,188,12,25,5,15,72,20,2.783232010610997,0.5103267451720331,1.667367106051764
600,188,188,12,25,15,5,25,3,0.0,2.5684412814631883,643.0032426574745
601,188,188,12,25,15,5,25,5,0.6188234896531035,3.873924059398946,18.514846277635854
602,188,188,12,25,15,5,25,7,0.6575805879455319,4.832946489147159,17.134747351926244
603,188,188,12,25,15,5,25,10,0.5324418330006058,4.023128022958441,20.520482662758354
604,188,188,12,25,15,5,25,15,0.6644787143263503,3.7780316363622855,22.222318701079686
605,188,188,12,25,15,5,25,20,0.6986518497656291,3.9482482774433127,22.413958897460947
606,188,188,12,25,15,5,72,3,1.1509442767964528,1.8777894154716992,3.3223016976453446
607,188,188,12,25,15,5,72,5,1.1561180799014659,2.0804065399703866,4.992527118757859
608,188,188,12,25,15,5,72,7,1.1166964864556606,2.0654131239413145,4.292409586027131
609,188,188,12,25,15,5,72,10,1.062056764615648,2.105450721843423,4.391866685885047
610,188,188,12,25,15,5,72,15,1.005450797683967,2.010206887764147,4.483508282488396
611,188,188,12,25,15,5,72,20,1.1686190526433844,2.108367000762949,4.474749950642071
612,188,188,12,25,15,15,25,3,0.7685697974039953,1.2258016928364033,1.8634615034338218
613,188,188,12,25,15,15,25,5,1.60056818710654,0.9248248557288973,1.6238830908622401
614,188,188,12,25,15,15,25,7,2.134961546203571,0.9220212714812185,1.8439096257724428
615,188,188,12,25,15,15,25,10,1.521594644804395,0.875165031668367,1.0210955984082661
616,188,188,12,25,15,15,25,15,1.463082885171651,0.9851500092070244,1.0374757048518248
617,188,188,12,25,15,15,25,20,1.3160751716549166,1.1085828101554622,1.0962126521700863
618,188,188,12,25,15,15,72,3,1.8006548495134738,0.6581414726937707,3.916302249939787
619,188,188,12,25,15,15,72,5,2.2757182341042075,0.7186341925667351,0.4716513974254499
620,188,188,12,25,15,15,72,7,1.8310930211454368,0.7984398689287837,0.4881619970285311
621,188,188,12,25,15,15,72,10,2.1919744123558162,0.8071683250517082,0.48033210316183755
622,188,188,12,25,15,15,72,15,1.9201116006476697,0.662070614595485,0.5016533746999214
623,188,188,12,25,15,15,72,20,1.850544102134231,0.6865469886496582,0.5001021004488218
624,188,188,12,72,5,5,25,3,0.0,11.43739277494535,0.0
625,188,188,12,72,5,5,25,5,0.0,6.406990580755274,0.0
626,188,188,12,72,5,5,25,7,0.2581988897471611,4.943049154090928,324.69759735172033
627,188,188,12,72,5,5,25,10,0.19999999999999993,3.893213918849956,419.31612903225823
628,188,188,12,72,5,5,25,15,0.21434180268198577,3.9342427612891613,236.489104826415
629,188,188,12,72,5,5,25,20,0.21386078207218634,3.9058176923031116,263.2521604600967
630,188,188,12,72,5,5,72,3,0.0,4.366126780461496,117.95021389041477
631,188,188,12,72,5,5,72,5,0.0,5.823280366146553,86.4719742014076
632,188,188,12,72,5,5,72,7,0.25819888974716115,5.4948675324841245,52.60198028256813
633,188,188,12,72,5,5,72,10,0.2828427124746191,4.131140007812579,49.07618479766796
634,188,188,12,72,5,5,72,15,0.22190634114964863,3.915189187650619,56.603961050960734
635,188,188,12,72,5,5,72,20,0.18044585448761627,3.844721103013475,61.66428021876876
636,188,188,12,72,5,15,25,3,0.0,0.0,0.0
637,188,188,12,72,5,15,25,5,0.0,0.0,0.0
638,188,188,12,72,5,15,25,7,0.0,0.0,0.0
639,188,188,12,72,5,15,25,10,0.0,0.0,0.0
640,188,188,12,72,5,15,25,15,0.0,0.0,0.0
641,188,188,12,72,5,15,25,20,0.0,0.0,0.0
642,188,188,12,72,5,15,72,3,0.0,0.0,5.153343523083017
643,188,188,12,72,5,15,72,5,0.0,0.0,6.969976658229137
644,188,188,12,72,5,15,72,7,0.2581988897471611,0.2581988897471612,6.658927581675912
645,188,188,12,72,5,15,72,10,0.19999999999999993,0.19999999999999996,7.07980168955627
646,188,188,12,72,5,15,72,15,0.15811388300841903,0.15811388300841892,7.575243084691151
647,188,188,12,72,5,15,72,20,0.13242370650410726,0.12909944487358074,8.091341592294828
648,188,188,12,72,15,5,25,3,0.0,13.181857434517417,0.0
649,188,188,12,72,15,5,25,5,0.0,8.68402394043228,0.0
650,188,188,12,72,15,5,25,7,0.0,8.168503136968043,0.0
651,188,188,12,72,15,5,25,10,0.0,7.162692387119359,0.0
652,188,188,12,72,15,5,25,15,0.0,7.086815302288427,0.0
653,188,188,12,72,15,5,25,20,0.0,7.673083921135654,0.0
654,188,188,12,72,15,5,72,3,0.0,24.50527680042183,72.15909862194509
655,188,188,12,72,15,5,72,5,0.0,12.893094166563145,87.4469577803441
656,188,188,12,72,15,5,72,7,0.0,8.780747403328158,92.72614542605773
657,188,188,12,72,15,5,72,10,0.0,9.603028130567258,97.90918460041823
658,188,188,12,72,15,5,72,15,0.0,9.692791482970705,98.4759150147696
659,188,188,12,72,15,5,72,20,0.0,9.344878793042577,104.05763679521777
660,188,188,12,72,15,15,25,3,0.0,0.0,0.0
661,188,188,12,72,15,15,25,5,0.0,0.0,0.0
662,188,188,12,72,15,15,25,7,0.0,0.0,0.0
663,188,188,12,72,15,15,25,10,0.0,0.0,0.0
664,188,188,12,72,15,15,25,15,0.0,0.2143418026819858,0.0
665,188,188,12,72,15,15,25,20,0.0,0.21386078207218634,0.0
666,188,188,12,72,15,15,72,3,0.0,0.0,8.872580148751881
667,188,188,12,72,15,15,72,5,0.0,0.0,12.480958765918395
668,188,188,12,72,15,15,72,7,0.0,0.0,11.901116611537583
669,188,188,12,72,15,15,72,10,0.0,0.0,10.45729408631205
670,188,188,12,72,15,15,72,15,0.0,0.0,9.426073187583077
671,188,188,12,72,15,15,72,20,0.0,0.16413603891103987,9.295191797002769
672,188,188,38,25,5,5,25,3,8.251238521386949,2.3084065739878805,15.21557278467169
673,188,188,38,25,5,5,25,5,3.4780047995885672,2.8664328868086106,6.067015110985116
674,188,188,38,25,5,5,25,7,2.702892098596315,3.0669713287399887,5.27374524270914
675,188,188,38,25,5,5,25,10,3.0022954977744383,2.1747099040914697,6.264183099656614
676,188,188,38,25,5,5,25,15,3.2608358972637195,2.170115208638489,7.236100361325346
677,188,188,38,25,5,5,25,20,3.1853718166296794,2.3412117806690294,6.8887639662105205
678,188,188,38,25,5,5,72,3,3.1653519199324855,2.2731992248418993,5.4826307907529825
679,188,188,38,25,5,5,72,5,3.371626359685617,2.871077245764771,4.555348546908737
680,188,188,38,25,5,5,72,7,2.764381464895819,3.272702223990448,3.917622627277326
681,188,188,38,25,5,5,72,10,3.2552376590609096,3.1581041182363863,4.4328864650114985
682,188,188,38,25,5,5,72,15,3.5947311085402314,3.0412730913012633,5.150943899157349
683,188,188,38,25,5,5,72,20,3.3927682709640243,2.664885623627505,4.849021398557172
684,188,188,38,25,5,15,25,3,3.754532264570104,0.9410554289629959,5.893269712950381
685,188,188,38,25,5,15,25,5,5.603177435877504,0.6168193033088437,7.882953158458642
686,188,188,38,25,5,15,25,7,3.117541194557191,0.5871831815624229,3.3781750728417337
687,188,188,38,25,5,15,25,10,2.881493900198415,0.5153170568799033,2.8175557449630544
688,188,188,38,25,5,15,25,15,2.4974126909675176,0.554183649050412,2.8801550565494938
689,188,188,38,25,5,15,25,20,2.605939421563072,0.5719688452377616,3.023426974207273
690,188,188,38,25,5,15,72,3,3.255697792435577,1.204092267105086,1.6629606002936415
691,188,188,38,25,5,15,72,5,3.4846776806643276,1.1138855479752297,1.7505927327924642
692,188,188,38,25,5,15,72,7,2.8445059865177442,0.8409912776648392,1.4535061914136074
693,188,188,38,25,5,15,72,10,3.1004321651984377,0.6642443164125142,1.7341858180186311
694,188,188,38,25,5,15,72,15,3.0869174232073213,0.6583073347827382,1.8534844637607046
695,188,188,38,25,5,15,72,20,3.230909647924071,0.6202032326936028,2.0120906268298406
696,188,188,38,25,15,5,25,3,0.5773502691896256,3.290482997677051,114.93711512790397
697,188,188,38,25,15,5,25,5,0.35355339059327373,4.62727551369267,188.2807786982488
698,188,188,38,25,15,5,25,7,0.2581988897471611,3.4301089935075706,258.0399981227014
699,188,188,38,25,15,5,25,10,0.1999999999999999,3.687815738580057,333.26153846153846
700,188,188,38,25,15,5,25,15,0.15811388300841903,3.0889191463175507,421.641075557913
701,188,188,38,25,15,5,25,20,0.1290994448735804,3.363174740885099,514.7979311732024
702,188,188,38,25,15,5,72,3,0.0,22.57498696854633,70.09095627089563
703,188,188,38,25,15,5,72,5,0.0,4.93782808713426,93.21298828591539
704,188,188,38,25,15,5,72,7,0.0,4.868642706747553,70.64965549226766
705,188,188,38,25,15,5,72,10,0.0,5.172668644809339,72.54424161603629
706,188,188,38,25,15,5,72,15,0.276764930031354,4.734830949972823,46.00374122349107
707,188,188,38,25,15,5,72,20,0.28047757481513635,4.743032945922499,48.26181676764595
708,188,188,38,25,15,15,25,3,0.636301461784761,0.5773502691896258,1.2982654517296468
709,188,188,38,25,15,15,25,5,1.2428918801507678,0.8954105173352683,0.7569759934277351
710,188,188,38,25,15,15,25,7,1.4498922115693558,0.8407049698020005,0.7194029385983177
711,188,188,38,25,15,15,25,10,1.3343380874288515,0.6789596601562419,0.6952358037515518
712,188,188,38,25,15,15,25,15,1.4486601537844284,0.6279236009007849,0.6863748972119054
713,188,188,38,25,15,15,25,20,1.300825983306382,0.6025489056627261,0.7734712268715708
714,188,188,38,25,15,15,72,3,2.556286368612337,1.076009231954399,0.8565742570058041
715,188,188,38,25,15,15,72,5,2.4292134120073703,0.7210454969393506,0.861305985186741
716,188,188,38,25,15,15,72,7,2.5724130015252955,0.5345185898764043,0.7027608516871094
717,188,188,38,25,15,15,72,10,2.059815879192732,0.7797682826353076,0.5386603758481121
718,188,188,38,25,15,15,72,15,2.050285486202695,0.6899188196034466,0.46813305442535025
719,188,188,38,25,15,15,72,20,1.7933862199491677,0.7307265229474768,0.5300784711401285
720,188,188,38,72,5,5,25,3,0.0,6.786479669630367,408.97393613868763
721,188,188,38,72,5,5,25,5,0.0,7.1384414245382715,668.4408967425741
722,188,188,38,72,5,5,25,7,0.0,7.8809211770419125,798.5222223724534
723,188,188,38,72,5,5,25,10,0.0,4.884197450660416,1016.5309200016543
724,188,188,38,72,5,5,25,15,0.21434180268198577,4.767853133229486,186.06929644911125
725,188,188,38,72,5,5,25,20,0.17439143079297373,4.181989374537318,226.6023330632653
726,188,188,38,72,5,5,72,3,0.5773502691896256,2.8532639512847635,23.797394548134058
727,188,188,38,72,5,5,72,5,0.35355339059327373,4.686393553126783,39.464998357300836
728,188,188,38,72,5,5,72,7,0.35675303400633784,5.2406278480706785,51.10264342866578
729,188,188,38,72,5,5,72,10,0.27291529568840517,4.971455324458621,54.65319315021535
730,188,188,38,72,5,5,72,15,0.2143418026819857,5.63485488190326,65.94584089579159
731,188,188,38,72,5,5,72,20,0.2505313502274887,5.306774004011431,68.70012609546853
732,188,188,38,72,5,15,25,3,0.0,0.0,0.0
733,188,188,38,72,5,15,25,5,0.0,0.0,0.0
734,188,188,38,72,5,15,25,7,0.0,0.0,0.0
735,188,188,38,72,5,15,25,10,0.0,0.0,0.0
736,188,188,38,72,5,15,25,15,0.0,0.0,0.0
737,188,188,38,72,5,15,25,20,0.0,0.0,0.0
738,188,188,38,72,5,15,72,3,0.0,0.0,5.996289993473566
739,188,188,38,72,5,15,72,5,0.35355339059327373,0.0,9.04049435547761
740,188,188,38,72,5,15,72,7,0.2581988897471611,0.0,7.760642241047738
741,188,188,38,72,5,15,72,10,0.1999999999999999,0.0,8.519267477948164
742,188,188,38,72,5,15,72,15,0.15811388300841903,0.0,8.233163407607805
743,188,188,38,72,5,15,72,20,0.13704572299739892,0.0,8.043373456519928
744,188,188,38,72,15,5,25,3,0.0,15.953611873025915,0.0
745,188,188,38,72,15,5,25,5,0.0,8.563909333878094,0.0
746,188,188,38,72,15,5,25,7,0.0,6.300098752641193,0.0
747,188,188,38,72,15,5,25,10,0.0,6.8465087742180994,0.0
748,188,188,38,72,15,5,25,15,0.0,7.004940654954901,0.0
749,188,188,38,72,15,5,25,20,0.0,7.0849953073984295,0.0
750,188,188,38,72,15,5,72,3,0.0,11.532111936660323,270.19267629080474
751,188,188,38,72,15,5,72,5,0.0,5.835024519173761,211.96763953780845
752,188,188,38,72,15,5,72,7,0.0,6.2516953457618785,136.8700563833331
753,188,188,38,72,15,5,72,10,0.0,7.634285882402889,135.203019777911
754,188,188,38,72,15,5,72,15,0.0,7.2423696821613435,104.34763834139916
755,188,188,38,72,15,5,72,20,0.0,7.0614641877906115,98.87900041638723
756,188,188,38,72,15,15,25,3,0.0,0.0,0.0
757,188,188,38,72,15,15,25,5,0.0,0.0,0.0
758,188,188,38,72,15,15,25,7,0.0,0.464243070490802,0.0
759,188,188,38,72,15,15,25,10,0.0,0.41195523175547993,0.0
760,188,188,38,72,15,15,25,15,0.0,0.3178474119991081,0.0
761,188,188,38,72,15,15,25,20,0.0,0.2562404334846546,0.0
762,188,188,38,72,15,15,72,3,0.0,0.0,123.90610123147687
763,188,188,38,72,15,15,72,5,0.0,0.4902903378454601,9.967141366981558
764,188,188,38,72,15,15,72,7,0.0,0.34815531191139576,11.077699660299979
765,188,188,38,72,15,15,72,10,0.0,0.2666666666666669,11.558996860556707
766,188,188,38,72,15,15,72,15,0.0,0.2662338301991088,13.269316828229034
767,188,188,38,72,15,15,72,20,0.0,0.2662059251781603,13.942401940319462
