density,directions,total_ticks,mean_burn,sd_burn,trend_burn,middle,end
1,4,13,0.25650706861133,0,0,0.25650706861133,0.25650706861133
1,8,13,0.25650706861133,0,0,0.25650706861133,0.25650706861133
2,4,13,0.22429623355299355,0,0,0.22429623355299355,0.22429623355299355
2,8,14,0.3802714785603905,0.05626435797382138,0,0.3694058443385778,0.5704384912701587
3,4,13,0.40566502445792774,0,0,0.40566502445792774,0.40566502445792774
3,8,14,0.4150533211737259,0.01538375521638761,0,0.4140705213644365,0.4596505321731257
4,4,14,0.40219362401326103,0.04293284720308904,0,0.3913387422747293,0.5511811023622047
4,8,14,0.451522562276412,0.03273480472227983,0,0.4463195333232913,0.559083285921656
5,4,14,0.37850168119232946,0.02092331907328597,0,0.3739722778843498,0.4502196946923245
5,8,15,0.45512806091546487,0.04379601842845499,0,0.450964316450221,0.5694921975748389
6,4,14,0.43237629751546225,0.02907175873416655,0,0.427884849087916,0.5274888783474154
6,8,16,0.452049955771341,0.05853238478815261,0.0070573214006484,0.4414547585021611,0.5719439470020501
7,4,14,0.30703124095144785,0.02691869341601897,0,0.3005695565322085,0.400173794593579
7,8,15,0.4206298813737317,0.04775930448169326,0,0.41060132113465514,0.5713126317087329
8,4,15,0.45731014102910256,0.03585222813006013,0,0.4554727598954308,0.4116839835326407
8,8,16,0.43731150250007544,0.04878925581044521,6.073858114674395e-4,0.4309971845462453,0.6083202511773941
9,4,17,0.3888709871176231,0.0187077113108467,0.00149659668046664,0.3937002170040487,0.4105676544091396
9,8,15,0.4052865052742037,0.02201624946214652,0,0.41137272572219474,0.4155510503729158
10,4,16,0.42087976567866325,0.0389291954873416,4.929508035098017e-4,0.4126844709743704,0.5574136008918618
10,8,18,0.6196930953203595,0.12375841003747176,0.00635899265729812,0.5897661444711103,0.9394904458598726
11,4,16,0.4097879915667083,0.03335747341298391,4.540469554405404e-4,0.4048790149706994,0.5280915358662168
11,8,17,0.5704773165455596,0.05061547822610533,0,0.5902452268582666,0.5613566787789577
12,4,16,0.46702413599462395,0.03817814553384415,0,0.4648506830282591,0.5941931127616475
12,8,17,0.5687069112963246,0.05737659314724714,7.584864344092496e-4,0.5883880022619965,0.5996160807874885
13,4,17,0.4555196427764712,0.02348270241094259,0.00102951540728189,0.4604051427642492,0.4817535830422739
13,8,17,0.5907083899158067,0.05548191708116833,0.00302884617699255,0.6062547526083544,0.6329226596927735
14,4,16,0.40760606744582134,0.01791570733419116,0,0.4096764500996172,0.4497751124437781
14,8,20,0.6679069168213504,0.1342342670006184,0.01321166527910518,0.6309939433390497,0.9360730593607304
15,4,17,0.4755940051882535,0.03509987428962258,0.00112251676451727,0.4772593717777769,0.5747738158594997
15,8,20,0.7065879915069281,0.104737301569973,0.01089805818088794,0.6992425462132231,0.9051724137931036
16,4,18,0.5313208272467975,0.03714956882088955,0.00196367206676484,0.536272892428697,0.5596465390279823
16,8,21,0.679125833194397,0.08257009860610219,0.00398125034568966,0.7033953287085936,0.6152014288549316
17,4,17,0.5466436705894784,0.04006182497915125,0.00132812564931048,0.5496897182247327,0.6185567010309279
17,8,22,0.6824282870773554,0.07661548279824698,0.00377710133428203,0.7033664111561514,0.7449145258332538
18,4,18,0.4629347841784992,0.02765365429247284,2.2520493649220985e-4,0.4756335590545257,0.42338528060535086
18,8,23,0.7472968218808296,0.1074601249917003,0.00621127927234891,0.7838783057989713,0.8012820512820512
19,4,17,0.5002948898956867,0.03193262191139604,0,0.5131139115460921,0.5039241744351728
19,8,21,0.8947037716166462,0.136804779916137,0.00675777452606447,0.953736107880583,0.9837456447334754
20,4,16,0.4928816344903989,0.03780429752291774,0,0.4962172435513714,0.5912584653964468
20,8,21,0.8471373324417595,0.1258780600851655,0.00365599210007375,0.900381697847492,0.882679916197989
21,4,19,0.4939310121471387,0.02806393997809556,0.00224927527131516,0.4986174073534737,0.5219364599092284
21,8,23,0.9441777806571866,0.15686931916212968,0.01081254118344447,0.9910582674938386,1.1602335633578524
22,4,18,0.5305734624171202,0.04440011288701108,0.00217380366425712,0.5343429945753587,0.6147074686176425
22,8,28,0.85325106504251,0.12793375969732915,0.00799333730960381,0.8900436575536994,0.9232121922626024
23,4,19,0.6394255791042442,0.06866543093933572,0.00231990786312852,0.6519947180882817,0.8050643363379894
23,8,23,0.9870817916979492,0.1797042703896393,0.00969827933005182,1.0673407189575863,1.1282698653332608
24,4,20,0.6267017222085851,0.07139836500262063,0.0050664648718191,0.6364262679872627,0.790722192936215
24,8,37,1.2475296927810713,0.3058027159554916,0.02372788309988681,1.1624147915247844,1.6110853278525492
25,4,22,0.5890177500846058,0.05993219116628376,0.00269491144025961,0.6093731019211281,0.6339546088500064
25,8,33,1.1666224988890526,0.21718960242721855,0.01256713047134493,1.2125692577330651,1.2975560594608213
26,4,19,0.6762539285562065,0.07273301383779902,0.001636830253183,0.704279228052718,0.7021175856322144
26,8,29,1.293710142751536,0.27411191128882195,0.01708072823898445,1.402074432734301,1.4655593551538837
27,4,23,0.735680330608927,0.08432303808762044,0.00516929458901728,0.7626513861032096,0.8260589372546722
27,8,40,1.221832355634657,0.2196231279340424,0.00419392874189714,1.3948640115635698,1.1481160501705332
28,4,25,0.7350378349190013,0.08589805618776308,0.00481447664855161,0.7616301741749592,0.8250918338513704
28,8,42,1.7557855513808458,0.4655632945399531,0.03019263934333717,1.7428319562999477,2.4613460663938156
29,4,21,0.679889801298536,0.09106405693671626,0.00341568298672427,0.7193996975268434,0.7528713524207287
29,8,34,1.6619393227119033,0.4358614944742704,0.02709246325402755,1.8228550539232915,2.6917161063502526
30,4,26,0.7941648267231037,0.12645370455237498,0.01064555125153009,0.7970574941824309,0.9979720354360124
30,8,42,1.790565151765984,0.4310097784892324,0.02174731095947579,1.9009420189665112,2.1527667038749803
31,4,22,0.7265311026572863,0.097637433189514,0.00269199316074926,0.7687858807463112,0.7736448406599037
31,8,38,1.910477322823069,0.545193205873922,0.03715487589407319,2.057210014865141,2.9591889249137973
32,4,24,0.7952985118124819,0.12960130443329407,0.01205823565529283,0.8178931087740039,1.037924151696607
32,8,63,2.3953760929147165,0.5714944554511817,0.02235083695980617,2.5985144288554,2.784557907845579
33,4,28,0.7391535903192008,0.10139559930498962,0.00717024487081012,0.7530153256897174,0.8459418958766375
33,8,40,2.211853177822077,0.6095577491054924,0.03570628214057485,2.428162825562874,2.4914461953640785
34,4,23,0.8914564027452546,0.14341973001855474,0.00936466967061466,0.942537186864168,1.006866278717958
34,8,79,3.29185699025755,1.0538907518597118,0.04078831357868953,3.603495912568355,4.908119257453591
35,4,27,0.8893784129473284,0.1403286520686289,0.00670976593789189,0.9423078072768364,1.0037895079248624
35,8,93,3.3342888915415574,0.8292179877129005,0.01821598274362363,3.6933605223774895,4.075519651447763
36,4,35,0.9338738841854496,0.1584276662736165,0.01060878259313706,0.9444385616496715,1.1187948729242831
36,8,156,6.635457831079912,2.9150804860284016,0.06194779737377376,6.4952997068934115,10.295878986825178
37,4,36,0.951183925297012,0.17171551330670434,0.01082675550061549,0.964280972173162,1.1151295961422545
37,8,162,5.941500321333392,1.591514416961625,0.02152893677283043,6.897018261621057,6.826703443520235
38,4,34,0.881152485017801,0.13311348458202713,0.00363814077885086,0.9621001848548176,0.8405480373203329
38,8,155,7.040425198933938,2.608502177192125,0.05344542528724281,7.713794958067538,11.885383453599598
39,4,35,0.97480968180632,0.1421010885234482,0.00484133202777205,1.010448922696478,1.0635686819929642
39,8,286,15.953088456730413,7.220127071092376,0.08568558450172108,16.654285147451922,26.896127842655194
40,4,30,0.8877553675849296,0.14724355444140216,0.00538495812235048,0.9701466039656728,0.9387233362626828
40,8,531,30.29342056572088,16.48736970326408,0.1047523319775216,28.865411706414484,54.6192731759742
41,4,32,1.063476600905363,0.1952792767978369,0.01109040565948475,1.1416801046246714,1.1271890479347868
41,8,417,37.89291279326131,22.280522756394465,0.18168005989332855,39.83671673993324,74.28715521589014
42,4,36,1.1690796597546842,0.2491414428326588,0.01625501287643005,1.2080633204748756,1.4143845922359315
42,8,460,44.78322914168682,23.4527723158917,0.1927859279189888,46.116904852185165,66.83081386471217
43,4,40,1.267504468079054,0.23938969810544697,0.00926799585793625,1.347240451084122,1.3459750883063766
43,8,474,54.33359881841134,28.401083135323233,0.22488206766475016,58.9186349198918,88.63217628417716
44,4,43,1.303988507619226,0.2754333713957013,0.01454801454553118,1.402547055650733,1.2980420594633792
44,8,381,54.101255193862904,29.977729320704047,0.2928365352601878,56.15966930980313,91.6516147677191
45,4,39,1.4413179896389183,0.40637363209890986,0.02572397409600864,1.4470834938732748,2.199667574353715
45,8,360,55.77299907056046,30.90988223683524,0.3209582424911277,57.43833238434029,93.70621948630864
46,4,33,1.2525836882638797,0.26656642868337227,0.01623058580606995,1.3745872013809153,1.6347355268638069
46,8,340,56.69228828302473,31.36414131143694,0.3402213554390793,59.81232047546917,95.73421972923374
47,4,50,1.740444632845944,0.4568048065251064,0.02370880576714641,1.797729299030453,2.3049106086721416
47,8,320,55.76222596704541,31.61974313877829,0.3631615759162842,57.39518376237977,96.51572668112796
48,4,63,1.84698845918588,0.4120878572372328,0.01374761565265261,2.101299431224493,2.08236466290269
48,8,291,53.019835900732936,30.65135597248849,0.3741731507640955,53.620982058549984,96.53047022566857
49,4,62,1.8239814644947736,0.5007221040348003,0.02324604003384734,1.837446626954878,2.4224269853156644
49,8,289,53.71297414432254,30.97700329963502,0.3816168277843922,54.14468932598638,97.70972555634852
50,4,52,1.787841786600947,0.41801521693097066,0.0159484828066038,1.942897452159999,2.218614718614719
50,8,284,53.993534044972975,30.95670827196903,0.3868353241169116,54.244423594943974,98.5177865612648
51,4,56,1.8750064335730192,0.4256383432104495,0.01363776055406556,2.1354273858091037,1.9820552099290336
51,8,282,54.00400766752107,31.05959011254388,0.3908241787468807,54.416025788790265,98.4763507197607
52,4,139,2.588575798853474,0.5559282462531716,0.00919033177097691,2.775634238979203,3.1553472413687467
52,8,272,52.7972526060881,30.52844503323237,0.39354781892670254,52.85503009444487,98.86311963706812
53,4,104,3.9370426165853303,1.570650990461994,0.04924146797193539,3.820851587676416,6.0674631909244505
53,8,276,53.809382913213945,30.85415283987741,0.39408754786412215,54.15499755007118,99.20680227142986
54,4,95,3.535771179290271,1.0928849776273255,0.03460378816007557,3.878383981141404,4.489940409463685
54,8,281,54.87027183548406,31.218803306969996,0.3956538598830744,55.46991633973512,99.3633952254642
55,4,176,6.744260154245451,2.87134700778726,0.0533462098603841,6.744300741189016,11.70889737359713
55,8,282,55.21460919996555,31.327006655989138,0.3967683811696813,55.7056033623374,99.23706196333256
56,4,258,8.322111326974746,2.999963652116927,0.03658960723516547,9.128726677667498,12.106606180890276
56,8,273,53.930787922211145,30.848120726836676,0.39792059500765387,54.26569223000973,99.53702388729512
57,4,232,10.21925720002146,4.308633390387184,0.06301029636737099,10.307676971288393,13.233280232525644
57,8,271,53.66736615416462,30.705436565563872,0.39807063021203976,54.08909613911409,99.54318821202752
58,4,706,18.397258190210255,7.921470618711721,0.03986243239670665,15.244774477447743,32.27722772277228
58,8,270,53.55102588063909,30.677795713585237,0.3987681908924468,53.629263572422566,99.629273650968
59,4,841,39.57644030530151,20.941491203741375,0.08542246253016125,40.9844323890572,68.61471861471861
59,8,273,54.14004370369417,30.905483838571723,0.3989306832500189,54.627742494748745,99.76776214522968
60,4,775,44.914371015636966,21.278990873318843,0.09782705841385368,49.50738685725223,71.68850657877107
60,8,268,53.32051045732818,30.536780436074743,0.3988094886962772,53.28823322363693,99.80851063829788
61,4,705,51.61234900635923,25.438350692409703,0.13637596907060612,56.21751544907904,81.01674609995572
61,8,270,53.62625405446353,30.7395895080458,0.39932481467191183,53.65477119606249,99.82909578523912
62,4,506,50.14705054202924,28.61198569187897,0.2005674153353392,50.85978316247195,87.92903972232935
62,8,267,53.23556925794231,30.510494274097763,0.399645607125187,53.42338471157955,99.89208423191442
63,4,485,52.88405452259449,29.54975510792319,0.22041041749945833,55.03706770538568,91.9995956839259
63,8,267,53.1959251535616,30.497126065004437,0.39927294304146527,53.35980583039335,99.92308640011264
64,4,453,53.145626276705606,30.175823275487424,0.2410868261134632,54.715129346336866,92.92190114638228
64,8,268,53.49178238556281,30.561568532402777,0.39917909192377266,53.56502302318928,99.94246835759668
65,4,432,54.41195595927459,30.27035924993215,0.25723210589292794,56.434989191745615,95.14565483476132
65,8,266,53.15090838203152,30.436794079944196,0.3998220530836177,53.1811635051726,99.9409594095941
66,4,413,53.720700282229565,30.55884015137135,0.266502079607624,54.50059324630637,94.80736208189228
66,8,266,53.153081421749256,30.432798861693037,0.3997548021786747,53.18578234482547,99.93845152559128
67,4,391,53.24071138286081,30.64263305160471,0.278090198548027,53.450816701462145,96.0866044207317
67,8,266,53.15653296816063,30.41394275720977,0.3994173421020816,53.15683539038439,99.97149620853658
68,4,374,52.82244898663133,30.42987107383443,0.28797373462854176,52.98489761059354,96.79075437198182
68,8,266,53.168163612829765,30.44879462690599,0.39994481175966823,53.134578579829345,99.96254155546193
69,4,370,53.70818486899392,30.6541324197704,0.2947708571763647,53.931851262902065,97.7954388389772
69,8,264,52.81645317015994,30.28426014824444,0.3999377304147166,52.77801394058056,99.98150718651478
70,4,361,53.771006625679846,30.797617407782766,0.3026392501869983,54.28871131377258,98.30585663539485
70,8,265,52.97824746430908,30.35652629599109,0.39977185917831537,53.155461598648,99.97502100506392
71,4,367,55.335913147200685,31.347828859081535,0.30786110471633227,56.15563347180663,97.98356139637808
71,8,266,53.14831592424436,30.46824342087116,0.4002173447051044,53.15847945123425,99.99550844412504
72,4,355,54.91902737414198,31.13351923045514,0.31377595709090284,55.71067175217144,98.62807576562224
72,8,264,52.805925154769376,30.269236904384066,0.3996643797813604,52.70615251598905,99.9874903292927
73,4,339,53.559948356084426,30.82377740323986,0.3198853942514818,53.58116561241476,99.1757644295594
73,8,264,52.86207381083137,30.263991904848616,0.3996693969064293,52.849719514187285,99.9927296285904
74,4,332,53.49318823621091,30.62442459763503,0.32433682126739605,53.49013136362086,99.23330390024336
74,8,264,52.79755040902465,30.314122385946412,0.4002776606504685,52.7023804843784,99.99785541186816
75,4,327,53.42623288185215,30.71962574970024,0.3302247575667126,53.65011652341837,99.31030078549075
75,8,265,53.0608899425346,30.363792936036106,0.3999494517652686,53.26492064706856,99.9935952177626
76,4,326,53.86707498309338,30.85376861055441,0.333857741281504,54.09670052584048,99.36582600113395
76,8,264,52.85914759405284,30.297452819694893,0.4001985290373518,52.816421107924846,99.99790698647914
77,4,319,53.28640183504923,30.701624184513378,0.3377360812876752,53.518762991285065,99.52709297765652
77,8,264,52.859900925279064,30.28080634316111,0.3999164253079369,52.859118224478294,99.99793482301432
78,4,314,53.15564154855029,30.622712317565373,0.341320105671675,53.08731131593886,99.61413553600644
78,8,264,52.840552406686314,30.28330745601841,0.39990893703822217,52.82832629108456,100
79,4,312,53.465187160776914,30.73896863637024,0.3461397695965986,53.483792642765934,99.74268253457704
79,8,263,52.65227891936509,30.19392170993216,0.3998283649971801,52.8049871120972,99.99932668094102
80,4,313,53.95795182656319,30.916545826830607,0.3481498927755675,54.31140753457894,99.77511990288365
80,8,263,52.66154305813777,30.211075991642165,0.40007944511294213,52.79915836827282,99.9986684775372
81,4,305,53.38199913371273,30.60484023442728,0.3516981192437333,53.62387612400559,99.8536357142588
81,8,264,52.80834227448664,30.27598451658534,0.3997285944110722,52.744524735510616,99.99803555642865
82,4,305,53.72798086189367,30.77965182492468,0.35458445976298414,53.99484959902028,99.848840138757
82,8,264,52.78991549528545,30.286456760459444,0.3996798153797707,52.72322677224639,100
83,4,304,53.87460082690248,30.838723925732165,0.35641633154281605,53.94417541579433,99.87715223525348
83,8,264,52.86334169265655,30.294361000344495,0.40016140643313713,52.85791890999804,100
84,4,300,53.63499736441776,30.712936475363627,0.35907157503129944,53.72693787620506,99.90325517869336
84,8,263,52.64061102442971,30.200198398837426,0.3999214897681827,52.754195910029075,100
85,4,295,53.22695342233228,30.53738359071687,0.36214002847816534,53.419166211861224,99.92675093439512
85,8,263,52.728572015332944,30.19551369321881,0.3998853822883637,52.90855395833345,100
86,4,294,53.48074068268182,30.66957550657409,0.3658721315213895,53.56207713738274,99.9370708323308
86,8,263,52.68069781114427,30.203910208889177,0.399936367627226,52.84099483279086,100
87,4,291,53.36329835551036,30.577167453844144,0.3679021543159345,53.55647847809912,99.95408125780618
87,8,263,52.67730953355272,30.20682117653281,0.4000828663415788,52.81233340245417,100
88,4,288,53.164884493136626,30.522846756625512,0.37043174057745265,53.15154478913781,99.97098230384157
88,8,263,52.65609814801523,30.20816124461351,0.400083305853368,52.77614411190839,100
89,4,287,53.34722520437234,30.593602347643635,0.3731859161583512,53.533590983333696,99.97488629700445
89,8,262,52.47308911778147,30.111865088661983,0.3998881005016135,52.3737900697377,100
90,4,284,53.16020963575565,30.5024930398126,0.3752628129712563,53.14537875894532,99.98492683220525
90,8,263,52.64737439669881,30.212625916061715,0.40009388596371886,52.781720214880885,100
91,4,287,54.01811548007918,30.829246652793543,0.37785285450170447,54.344001726023016,99.98595382319375
91,8,263,52.64532368885914,30.209984018787413,0.4001024748865493,52.77432597794484,100
92,4,281,53.29107258121908,30.543769435181737,0.3802828875611592,53.48480984695179,100
92,8,262,52.49597584995929,30.117840026858836,0.40000335039620977,52.41686709233422,100
93,4,282,53.82920328401645,30.771397258857085,0.38335620951687854,53.9259532652063,100
93,8,263,52.65631222014483,30.197206861439177,0.39989824626945214,52.7909092118375,100
94,4,277,53.27638965418124,30.51830073700618,0.3853539029481281,53.48378817589923,100
94,8,263,52.64486200496648,30.198733377166263,0.3999100451949495,52.77822403618739,100
95,4,276,53.3957697811431,30.59124791854525,0.38797431079879807,53.43776839383347,99.99832200687976
95,8,262,52.46834133397117,30.118446319943775,0.40001437210860824,52.37583240846205,100
96,4,273,53.18087124620827,30.469080669089166,0.3900524691475076,53.36951193171408,99.99916991782186
96,8,262,52.470179176384534,30.119191106328568,0.4000181403000873,52.37359137055631,100
97,4,271,53.15236195700736,30.452963529639536,0.3926771472865141,53.354633464845165,100
97,8,262,52.496324804162754,30.11351206905644,0.39996135723834575,52.42557183249849,100
98,4,270,53.24243659383688,30.48823344373747,0.3948161842716866,53.26665525413318,100
98,8,262,52.49343497675959,30.11431740863873,0.3999610343519055,52.43007469688431,100
99,4,267,53.02471427705126,30.378247680706995,0.3971867414319236,53.19969764222769,100
99,8,262,52.48174623540635,30.114117482278303,0.39995446675496177,52.40497137624781,100
